machine_id,timestamp,variable,value
PUMP-1010,2026-04-08T12:00:00,vibration_mm_s,3.77
PUMP-1010,2026-04-08T12:00:00,temperature_c,66.49
PUMP-1010,2026-04-08T12:00:00,current_a,11.49
PUMP-1010,2026-04-08T12:00:00,pressure_bar,3.09
PUMP-1010,2026-04-08T12:00:00,load_pct,75.19
PUMP-1001,2026-04-08T18:00:00,vibration_mm_s,3.92
PUMP-1001,2026-04-08T18:00:00,temperature_c,71.17
PUMP-1001,2026-04-08T18:00:00,current_a,11.2
PUMP-1001,2026-04-08T18:00:00,pressure_bar,3.06
PUMP-1001,2026-04-08T18:00:00,load_pct,78.16
PUMP-1002,2026-04-08T18:00:00,vibration_mm_s,3.79
PUMP-1002,2026-04-08T18:00:00,temperature_c,69.01
PUMP-1002,2026-04-08T18:00:00,current_a,10.96
PUMP-1002,2026-04-08T18:00:00,pressure_bar,3.19
PUMP-1002,2026-04-08T18:00:00,load_pct,79.43
PUMP-1003,2026-04-08T18:00:00,vibration_mm_s,3.29
PUMP-1003,2026-04-08T18:00:00,temperature_c,68.62
PUMP-1003,2026-04-08T18:00:00,current_a,11.49
PUMP-1003,2026-04-08T18:00:00,pressure_bar,3.11
PUMP-1003,2026-04-08T18:00:00,load_pct,78.05
PUMP-1004,2026-04-08T18:00:00,vibration_mm_s,3.7
PUMP-1004,2026-04-08T18:00:00,temperature_c,66.53
PUMP-1004,2026-04-08T18:00:00,current_a,11.48
PUMP-1004,2026-04-08T18:00:00,pressure_bar,2.95
PUMP-1004,2026-04-08T18:00:00,load_pct,77.28
PUMP-1005,2026-04-08T18:00:00,vibration_mm_s,3.2
PUMP-1005,2026-04-08T18:00:00,temperature_c,68.96
PUMP-1005,2026-04-08T18:00:00,current_a,11.02
PUMP-1005,2026-04-08T18:00:00,pressure_bar,3.07
PUMP-1005,2026-04-08T18:00:00,load_pct,76.37
PUMP-1006,2026-04-08T18:00:00,vibration_mm_s,3.35
PUMP-1006,2026-04-08T18:00:00,temperature_c,70.68
PUMP-1006,2026-04-08T18:00:00,current_a,10.8
PUMP-1006,2026-04-08T18:00:00,pressure_bar,3.13
PUMP-1006,2026-04-08T18:00:00,load_pct,74.67
PUMP-1007,2026-04-08T18:00:00,vibration_mm_s,3.51
PUMP-1007,2026-04-08T18:00:00,temperature_c,67.64
PUMP-1007,2026-04-08T18:00:00,current_a,11.05
PUMP-1007,2026-04-08T18:00:00,pressure_bar,2.93
PUMP-1007,2026-04-08T18:00:00,load_pct,79.75
PUMP-1008,2026-04-08T18:00:00,vibration_mm_s,3.54
PUMP-1008,2026-04-08T18:00:00,temperature_c,66.7
PUMP-1008,2026-04-08T18:00:00,current_a,10.75
PUMP-1008,2026-04-08T18:00:00,pressure_bar,3.06
PUMP-1008,2026-04-08T18:00:00,load_pct,80.55
PUMP-1009,2026-04-08T18:00:00,vibration_mm_s,3.43
PUMP-1009,2026-04-08T18:00:00,temperature_c,63.49
PUMP-1009,2026-04-08T18:00:00,current_a,11.03
PUMP-1009,2026-04-08T18:00:00,pressure_bar,3.17
PUMP-1009,2026-04-08T18:00:00,load_pct,73.94
PUMP-1010,2026-04-08T18:00:00,vibration_mm_s,3.7
PUMP-1010,2026-04-08T18:00:00,temperature_c,64.84
PUMP-1010,2026-04-08T18:00:00,current_a,11.01
PUMP-1010,2026-04-08T18:00:00,pressure_bar,3.13
PUMP-1010,2026-04-08T18:00:00,load_pct,68.23
PUMP-1001,2026-04-09T00:00:00,vibration_mm_s,4.05
PUMP-1001,2026-04-09T00:00:00,temperature_c,71.22
PUMP-1001,2026-04-09T00:00:00,current_a,10.75
PUMP-1001,2026-04-09T00:00:00,pressure_bar,2.95
PUMP-1001,2026-04-09T00:00:00,load_pct,76.71
PUMP-1002,2026-04-09T00:00:00,vibration_mm_s,3.7
PUMP-1002,2026-04-09T00:00:00,temperature_c,66.41
PUMP-1002,2026-04-09T00:00:00,current_a,11.2
PUMP-1002,2026-04-09T00:00:00,pressure_bar,3.05
PUMP-1002,2026-04-09T00:00:00,load_pct,75.35
PUMP-1003,2026-04-09T00:00:00,vibration_mm_s,3
PUMP-1003,2026-04-09T00:00:00,temperature_c,68.61
PUMP-1003,2026-04-09T00:00:00,current_a,12.15
PUMP-1003,2026-04-09T00:00:00,pressure_bar,2.94
PUMP-1003,2026-04-09T00:00:00,load_pct,76.24
PUMP-1004,2026-04-09T00:00:00,vibration_mm_s,3.59
PUMP-1004,2026-04-09T00:00:00,temperature_c,66.05
PUMP-1004,2026-04-09T00:00:00,current_a,10.87
PUMP-1004,2026-04-09T00:00:00,pressure_bar,2.97
PUMP-1004,2026-04-09T00:00:00,load_pct,76.22
PUMP-1005,2026-04-09T00:00:00,vibration_mm_s,3.31
PUMP-1005,2026-04-09T00:00:00,temperature_c,68.92
PUMP-1005,2026-04-09T00:00:00,current_a,11.57
PUMP-1005,2026-04-09T00:00:00,pressure_bar,3.14
PUMP-1005,2026-04-09T00:00:00,load_pct,77.72
PUMP-1006,2026-04-09T00:00:00,vibration_mm_s,3.36
PUMP-1006,2026-04-09T00:00:00,temperature_c,70.73
PUMP-1006,2026-04-09T00:00:00,current_a,10.58
PUMP-1006,2026-04-09T00:00:00,pressure_bar,3.11
PUMP-1006,2026-04-09T00:00:00,load_pct,75.9
PUMP-1007,2026-04-09T00:00:00,vibration_mm_s,3.48
PUMP-1007,2026-04-09T00:00:00,temperature_c,69.77
PUMP-1007,2026-04-09T00:00:00,current_a,11.07
PUMP-1007,2026-04-09T00:00:00,pressure_bar,2.97
PUMP-1007,2026-04-09T00:00:00,load_pct,77.54
PUMP-1008,2026-04-09T00:00:00,vibration_mm_s,3.52
PUMP-1008,2026-04-09T00:00:00,temperature_c,68.1
PUMP-1008,2026-04-09T00:00:00,current_a,10.68
PUMP-1008,2026-04-09T00:00:00,pressure_bar,3.11
PUMP-1008,2026-04-09T00:00:00,load_pct,78.17
PUMP-1009,2026-04-09T00:00:00,vibration_mm_s,3.41
PUMP-1009,2026-04-09T00:00:00,temperature_c,64.11
PUMP-1009,2026-04-09T00:00:00,current_a,10.79
PUMP-1009,2026-04-09T00:00:00,pressure_bar,3.06
PUMP-1009,2026-04-09T00:00:00,load_pct,72.41
PUMP-1010,2026-04-09T00:00:00,vibration_mm_s,3.56
PUMP-1010,2026-04-09T00:00:00,temperature_c,63.48
PUMP-1010,2026-04-09T00:00:00,current_a,11.07
PUMP-1010,2026-04-09T00:00:00,pressure_bar,3.13
PUMP-1010,2026-04-09T00:00:00,load_pct,70.81
PUMP-1001,2026-04-09T06:00:00,vibration_mm_s,4.12
PUMP-1001,2026-04-09T06:00:00,temperature_c,71.38
PUMP-1001,2026-04-09T06:00:00,current_a,11.3
PUMP-1001,2026-04-09T06:00:00,pressure_bar,3.15
PUMP-1001,2026-04-09T06:00:00,load_pct,74.46
PUMP-1002,2026-04-09T06:00:00,vibration_mm_s,3.85
PUMP-1002,2026-04-09T06:00:00,temperature_c,68.6
PUMP-1002,2026-04-09T06:00:00,current_a,11.4
PUMP-1002,2026-04-09T06:00:00,pressure_bar,3.11
PUMP-1002,2026-04-09T06:00:00,load_pct,77.92
PUMP-1003,2026-04-09T06:00:00,vibration_mm_s,3.36
PUMP-1003,2026-04-09T06:00:00,temperature_c,69.61
PUMP-1003,2026-04-09T06:00:00,current_a,11.85
PUMP-1003,2026-04-09T06:00:00,pressure_bar,3.02
PUMP-1003,2026-04-09T06:00:00,load_pct,79.57
PUMP-1004,2026-04-09T06:00:00,vibration_mm_s,3.49
PUMP-1004,2026-04-09T06:00:00,temperature_c,69.11
PUMP-1004,2026-04-09T06:00:00,current_a,11.11
PUMP-1004,2026-04-09T06:00:00,pressure_bar,2.85
PUMP-1004,2026-04-09T06:00:00,load_pct,75.63
PUMP-1005,2026-04-09T06:00:00,vibration_mm_s,3.18
PUMP-1005,2026-04-09T06:00:00,temperature_c,68.41
PUMP-1005,2026-04-09T06:00:00,current_a,11.27
PUMP-1005,2026-04-09T06:00:00,pressure_bar,3.09
PUMP-1005,2026-04-09T06:00:00,load_pct,77.68
PUMP-1006,2026-04-09T06:00:00,vibration_mm_s,3.41
PUMP-1006,2026-04-09T06:00:00,temperature_c,70.05
PUMP-1006,2026-04-09T06:00:00,current_a,10.68
PUMP-1006,2026-04-09T06:00:00,pressure_bar,3.06
PUMP-1006,2026-04-09T06:00:00,load_pct,78.14
PUMP-1007,2026-04-09T06:00:00,vibration_mm_s,3.58
PUMP-1007,2026-04-09T06:00:00,temperature_c,69.14
PUMP-1007,2026-04-09T06:00:00,current_a,11.39
PUMP-1007,2026-04-09T06:00:00,pressure_bar,3
PUMP-1007,2026-04-09T06:00:00,load_pct,74.94
PUMP-1008,2026-04-09T06:00:00,vibration_mm_s,3.57
PUMP-1008,2026-04-09T06:00:00,temperature_c,69.24
PUMP-1008,2026-04-09T06:00:00,current_a,10.84
PUMP-1008,2026-04-09T06:00:00,pressure_bar,3.22
PUMP-1008,2026-04-09T06:00:00,load_pct,75.4
PUMP-1009,2026-04-09T06:00:00,vibration_mm_s,3.44
PUMP-1009,2026-04-09T06:00:00,temperature_c,63.82
PUMP-1009,2026-04-09T06:00:00,current_a,11.12
PUMP-1009,2026-04-09T06:00:00,pressure_bar,2.89
PUMP-1009,2026-04-09T06:00:00,load_pct,71.59
PUMP-1010,2026-04-09T06:00:00,vibration_mm_s,3.61
PUMP-1010,2026-04-09T06:00:00,temperature_c,63.28
PUMP-1010,2026-04-09T06:00:00,current_a,11.52
PUMP-1010,2026-04-09T06:00:00,pressure_bar,2.97
PUMP-1010,2026-04-09T06:00:00,load_pct,72.84
PUMP-1001,2026-04-09T12:00:00,vibration_mm_s,4.1
PUMP-1001,2026-04-09T12:00:00,temperature_c,71.6
PUMP-1001,2026-04-09T12:00:00,current_a,10.89
PUMP-1001,2026-04-09T12:00:00,pressure_bar,3.12
PUMP-1001,2026-04-09T12:00:00,load_pct,78.16
PUMP-1002,2026-04-09T12:00:00,vibration_mm_s,4.09
PUMP-1002,2026-04-09T12:00:00,temperature_c,67.23
PUMP-1002,2026-04-09T12:00:00,current_a,11.53
PUMP-1002,2026-04-09T12:00:00,pressure_bar,3.21
PUMP-1002,2026-04-09T12:00:00,load_pct,78.52
PUMP-1003,2026-04-09T12:00:00,vibration_mm_s,3.17
PUMP-1003,2026-04-09T12:00:00,temperature_c,70.24
PUMP-1003,2026-04-09T12:00:00,current_a,12.35
PUMP-1003,2026-04-09T12:00:00,pressure_bar,3.03
PUMP-1003,2026-04-09T12:00:00,load_pct,76.06
PUMP-1004,2026-04-09T12:00:00,vibration_mm_s,3.8
PUMP-1004,2026-04-09T12:00:00,temperature_c,69.08
PUMP-1004,2026-04-09T12:00:00,current_a,11.21
PUMP-1004,2026-04-09T12:00:00,pressure_bar,3.06
PUMP-1004,2026-04-09T12:00:00,load_pct,80.66
PUMP-1005,2026-04-09T12:00:00,vibration_mm_s,3.39
PUMP-1005,2026-04-09T12:00:00,temperature_c,69.09
PUMP-1005,2026-04-09T12:00:00,current_a,11.07
PUMP-1005,2026-04-09T12:00:00,pressure_bar,3.18
PUMP-1005,2026-04-09T12:00:00,load_pct,79.8
PUMP-1006,2026-04-09T12:00:00,vibration_mm_s,3.44
PUMP-1006,2026-04-09T12:00:00,temperature_c,70.16
PUMP-1006,2026-04-09T12:00:00,current_a,10.79
PUMP-1006,2026-04-09T12:00:00,pressure_bar,3.06
PUMP-1006,2026-04-09T12:00:00,load_pct,79.18
PUMP-1007,2026-04-09T12:00:00,vibration_mm_s,3.66
PUMP-1007,2026-04-09T12:00:00,temperature_c,70.67
PUMP-1007,2026-04-09T12:00:00,current_a,11.61
PUMP-1007,2026-04-09T12:00:00,pressure_bar,3.09
PUMP-1007,2026-04-09T12:00:00,load_pct,76.07
PUMP-1008,2026-04-09T12:00:00,vibration_mm_s,3.55
PUMP-1008,2026-04-09T12:00:00,temperature_c,67.24
PUMP-1008,2026-04-09T12:00:00,current_a,10.44
PUMP-1008,2026-04-09T12:00:00,pressure_bar,3.1
PUMP-1008,2026-04-09T12:00:00,load_pct,80.52
PUMP-1009,2026-04-09T12:00:00,vibration_mm_s,3.72
PUMP-1009,2026-04-09T12:00:00,temperature_c,65.78
PUMP-1009,2026-04-09T12:00:00,current_a,11.35
PUMP-1009,2026-04-09T12:00:00,pressure_bar,3.18
PUMP-1009,2026-04-09T12:00:00,load_pct,70.44
PUMP-1010,2026-04-09T12:00:00,vibration_mm_s,3.56
PUMP-1010,2026-04-09T12:00:00,temperature_c,66.66
PUMP-1010,2026-04-09T12:00:00,current_a,10.76
PUMP-1010,2026-04-09T12:00:00,pressure_bar,2.92
PUMP-1010,2026-04-09T12:00:00,load_pct,73.68
PUMP-1001,2026-04-09T18:00:00,vibration_mm_s,3.78
PUMP-1001,2026-04-09T18:00:00,temperature_c,72.69
PUMP-1001,2026-04-09T18:00:00,current_a,11.17
PUMP-1001,2026-04-09T18:00:00,pressure_bar,2.99
PUMP-1001,2026-04-09T18:00:00,load_pct,76.22
PUMP-1002,2026-04-09T18:00:00,vibration_mm_s,3.92
PUMP-1002,2026-04-09T18:00:00,temperature_c,66.29
PUMP-1002,2026-04-09T18:00:00,current_a,11.69
PUMP-1002,2026-04-09T18:00:00,pressure_bar,3.07
PUMP-1002,2026-04-09T18:00:00,load_pct,77.88
PUMP-1003,2026-04-09T18:00:00,vibration_mm_s,3.05
PUMP-1003,2026-04-09T18:00:00,temperature_c,69.37
PUMP-1003,2026-04-09T18:00:00,current_a,11.46
PUMP-1003,2026-04-09T18:00:00,pressure_bar,2.96
PUMP-1003,2026-04-09T18:00:00,load_pct,75.65
PUMP-1004,2026-04-09T18:00:00,vibration_mm_s,3.57
PUMP-1004,2026-04-09T18:00:00,temperature_c,66.69
PUMP-1004,2026-04-09T18:00:00,current_a,11.22
PUMP-1004,2026-04-09T18:00:00,pressure_bar,2.88
PUMP-1004,2026-04-09T18:00:00,load_pct,78.2
PUMP-1005,2026-04-09T18:00:00,vibration_mm_s,3.3
PUMP-1005,2026-04-09T18:00:00,temperature_c,66.87
PUMP-1005,2026-04-09T18:00:00,current_a,11.48
PUMP-1005,2026-04-09T18:00:00,pressure_bar,3.11
PUMP-1005,2026-04-09T18:00:00,load_pct,79.59
PUMP-1006,2026-04-09T18:00:00,vibration_mm_s,3.16
PUMP-1006,2026-04-09T18:00:00,temperature_c,68.63
PUMP-1006,2026-04-09T18:00:00,current_a,10.74
PUMP-1006,2026-04-09T18:00:00,pressure_bar,3.22
PUMP-1006,2026-04-09T18:00:00,load_pct,73.51
PUMP-1007,2026-04-09T18:00:00,vibration_mm_s,3.67
PUMP-1007,2026-04-09T18:00:00,temperature_c,68.09
PUMP-1007,2026-04-09T18:00:00,current_a,10.81
PUMP-1007,2026-04-09T18:00:00,pressure_bar,2.91
PUMP-1007,2026-04-09T18:00:00,load_pct,79.11
PUMP-1008,2026-04-09T18:00:00,vibration_mm_s,3.44
PUMP-1008,2026-04-09T18:00:00,temperature_c,66.53
PUMP-1008,2026-04-09T18:00:00,current_a,10.41
PUMP-1008,2026-04-09T18:00:00,pressure_bar,2.98
PUMP-1008,2026-04-09T18:00:00,load_pct,74.5
PUMP-1009,2026-04-09T18:00:00,vibration_mm_s,3.46
PUMP-1009,2026-04-09T18:00:00,temperature_c,64.45
PUMP-1009,2026-04-09T18:00:00,current_a,11.1
PUMP-1009,2026-04-09T18:00:00,pressure_bar,2.87
PUMP-1009,2026-04-09T18:00:00,load_pct,73.28
PUMP-1010,2026-04-09T18:00:00,vibration_mm_s,3.54
PUMP-1010,2026-04-09T18:00:00,temperature_c,65.43
PUMP-1010,2026-04-09T18:00:00,current_a,10.9
PUMP-1010,2026-04-09T18:00:00,pressure_bar,3.02
PUMP-1010,2026-04-09T18:00:00,load_pct,70.59
PUMP-1001,2026-04-10T00:00:00,vibration_mm_s,3.79
PUMP-1001,2026-04-10T00:00:00,temperature_c,71.89
PUMP-1001,2026-04-10T00:00:00,current_a,10.45
PUMP-1001,2026-04-10T00:00:00,pressure_bar,3.12
PUMP-1001,2026-04-10T00:00:00,load_pct,73.03
PUMP-1002,2026-04-10T00:00:00,vibration_mm_s,3.78
PUMP-1002,2026-04-10T00:00:00,temperature_c,67.71
PUMP-1002,2026-04-10T00:00:00,current_a,11.32
PUMP-1002,2026-04-10T00:00:00,pressure_bar,3.04
PUMP-1002,2026-04-10T00:00:00,load_pct,77.86
PUMP-1003,2026-04-10T00:00:00,vibration_mm_s,2.99
PUMP-1003,2026-04-10T00:00:00,temperature_c,70.22
PUMP-1003,2026-04-10T00:00:00,current_a,11.3
PUMP-1003,2026-04-10T00:00:00,pressure_bar,3.07
PUMP-1003,2026-04-10T00:00:00,load_pct,74.35
PUMP-1004,2026-04-10T00:00:00,vibration_mm_s,3.72
PUMP-1004,2026-04-10T00:00:00,temperature_c,65.69
PUMP-1004,2026-04-10T00:00:00,current_a,10.59
PUMP-1004,2026-04-10T00:00:00,pressure_bar,3.05
PUMP-1004,2026-04-10T00:00:00,load_pct,73.48
PUMP-1005,2026-04-10T00:00:00,vibration_mm_s,3.39
PUMP-1005,2026-04-10T00:00:00,temperature_c,66.46
PUMP-1005,2026-04-10T00:00:00,current_a,10.92
PUMP-1005,2026-04-10T00:00:00,pressure_bar,3.07
PUMP-1005,2026-04-10T00:00:00,load_pct,77.34
PUMP-1006,2026-04-10T00:00:00,vibration_mm_s,3.22
PUMP-1006,2026-04-10T00:00:00,temperature_c,70.13
PUMP-1006,2026-04-10T00:00:00,current_a,10.67
PUMP-1006,2026-04-10T00:00:00,pressure_bar,3.16
PUMP-1006,2026-04-10T00:00:00,load_pct,74.88
PUMP-1007,2026-04-10T00:00:00,vibration_mm_s,3.31
PUMP-1007,2026-04-10T00:00:00,temperature_c,66.68
PUMP-1007,2026-04-10T00:00:00,current_a,10.89
PUMP-1007,2026-04-10T00:00:00,pressure_bar,3.07
PUMP-1007,2026-04-10T00:00:00,load_pct,73
PUMP-1008,2026-04-10T00:00:00,vibration_mm_s,3.42
PUMP-1008,2026-04-10T00:00:00,temperature_c,67.26
PUMP-1008,2026-04-10T00:00:00,current_a,10.75
PUMP-1008,2026-04-10T00:00:00,pressure_bar,2.99
PUMP-1008,2026-04-10T00:00:00,load_pct,76.19
PUMP-1009,2026-04-10T00:00:00,vibration_mm_s,3.61
PUMP-1009,2026-04-10T00:00:00,temperature_c,64.07
PUMP-1009,2026-04-10T00:00:00,current_a,11.23
PUMP-1009,2026-04-10T00:00:00,pressure_bar,2.93
PUMP-1009,2026-04-10T00:00:00,load_pct,71.07
PUMP-1010,2026-04-10T00:00:00,vibration_mm_s,3.74
PUMP-1010,2026-04-10T00:00:00,temperature_c,64.03
PUMP-1010,2026-04-10T00:00:00,current_a,10.76
PUMP-1010,2026-04-10T00:00:00,pressure_bar,3
PUMP-1010,2026-04-10T00:00:00,load_pct,66.15
PUMP-1001,2026-04-10T06:00:00,vibration_mm_s,3.82
PUMP-1001,2026-04-10T06:00:00,temperature_c,73.5
PUMP-1001,2026-04-10T06:00:00,current_a,10.73
PUMP-1001,2026-04-10T06:00:00,pressure_bar,2.91
PUMP-1001,2026-04-10T06:00:00,load_pct,77.24
PUMP-1002,2026-04-10T06:00:00,vibration_mm_s,3.76
PUMP-1002,2026-04-10T06:00:00,temperature_c,68.55
PUMP-1002,2026-04-10T06:00:00,current_a,11.66
PUMP-1002,2026-04-10T06:00:00,pressure_bar,3.28
PUMP-1002,2026-04-10T06:00:00,load_pct,73.9
PUMP-1003,2026-04-10T06:00:00,vibration_mm_s,3.17
PUMP-1003,2026-04-10T06:00:00,temperature_c,70.81
PUMP-1003,2026-04-10T06:00:00,current_a,11.82
PUMP-1003,2026-04-10T06:00:00,pressure_bar,2.98
PUMP-1003,2026-04-10T06:00:00,load_pct,79.55
PUMP-1004,2026-04-10T06:00:00,vibration_mm_s,3.59
PUMP-1004,2026-04-10T06:00:00,temperature_c,67.02
PUMP-1004,2026-04-10T06:00:00,current_a,10.96
PUMP-1004,2026-04-10T06:00:00,pressure_bar,2.85
PUMP-1004,2026-04-10T06:00:00,load_pct,78.87
PUMP-1005,2026-04-10T06:00:00,vibration_mm_s,3.38
PUMP-1005,2026-04-10T06:00:00,temperature_c,68.4
PUMP-1005,2026-04-10T06:00:00,current_a,11.16
PUMP-1005,2026-04-10T06:00:00,pressure_bar,2.94
PUMP-1005,2026-04-10T06:00:00,load_pct,78.93
PUMP-1006,2026-04-10T06:00:00,vibration_mm_s,3.08
PUMP-1006,2026-04-10T06:00:00,temperature_c,70.54
PUMP-1006,2026-04-10T06:00:00,current_a,11.08
PUMP-1006,2026-04-10T06:00:00,pressure_bar,3.01
PUMP-1006,2026-04-10T06:00:00,load_pct,76.46
PUMP-1007,2026-04-10T06:00:00,vibration_mm_s,3.29
PUMP-1007,2026-04-10T06:00:00,temperature_c,69.22
PUMP-1007,2026-04-10T06:00:00,current_a,11.18
PUMP-1007,2026-04-10T06:00:00,pressure_bar,2.99
PUMP-1007,2026-04-10T06:00:00,load_pct,74.27
PUMP-1008,2026-04-10T06:00:00,vibration_mm_s,3.19
PUMP-1008,2026-04-10T06:00:00,temperature_c,67.03
PUMP-1008,2026-04-10T06:00:00,current_a,11.11
PUMP-1008,2026-04-10T06:00:00,pressure_bar,3.16
PUMP-1008,2026-04-10T06:00:00,load_pct,74.61
PUMP-1009,2026-04-10T06:00:00,vibration_mm_s,3.63
PUMP-1009,2026-04-10T06:00:00,temperature_c,63.92
PUMP-1009,2026-04-10T06:00:00,current_a,10.66
PUMP-1009,2026-04-10T06:00:00,pressure_bar,3
PUMP-1009,2026-04-10T06:00:00,load_pct,72.32
PUMP-1010,2026-04-10T06:00:00,vibration_mm_s,3.89
PUMP-1010,2026-04-10T06:00:00,temperature_c,65.12
PUMP-1010,2026-04-10T06:00:00,current_a,10.87
PUMP-1010,2026-04-10T06:00:00,pressure_bar,3.13
PUMP-1010,2026-04-10T06:00:00,load_pct,67.39
PUMP-1001,2026-04-10T12:00:00,vibration_mm_s,4.11
PUMP-1001,2026-04-10T12:00:00,temperature_c,74.45
PUMP-1001,2026-04-10T12:00:00,current_a,11.18
PUMP-1001,2026-04-10T12:00:00,pressure_bar,3.2
PUMP-1001,2026-04-10T12:00:00,load_pct,78.39
PUMP-1002,2026-04-10T12:00:00,vibration_mm_s,3.79
PUMP-1002,2026-04-10T12:00:00,temperature_c,66.78
PUMP-1002,2026-04-10T12:00:00,current_a,11.64
PUMP-1002,2026-04-10T12:00:00,pressure_bar,3.2
PUMP-1002,2026-04-10T12:00:00,load_pct,79.19
PUMP-1003,2026-04-10T12:00:00,vibration_mm_s,3.17
PUMP-1003,2026-04-10T12:00:00,temperature_c,69.18
PUMP-1003,2026-04-10T12:00:00,current_a,12.2
PUMP-1003,2026-04-10T12:00:00,pressure_bar,2.93
PUMP-1003,2026-04-10T12:00:00,load_pct,79.56
PUMP-1004,2026-04-10T12:00:00,vibration_mm_s,3.75
PUMP-1004,2026-04-10T12:00:00,temperature_c,67.4
PUMP-1004,2026-04-10T12:00:00,current_a,10.85
PUMP-1004,2026-04-10T12:00:00,pressure_bar,3.01
PUMP-1004,2026-04-10T12:00:00,load_pct,75.54
PUMP-1005,2026-04-10T12:00:00,vibration_mm_s,3.24
PUMP-1005,2026-04-10T12:00:00,temperature_c,68.7
PUMP-1005,2026-04-10T12:00:00,current_a,11.15
PUMP-1005,2026-04-10T12:00:00,pressure_bar,3.11
PUMP-1005,2026-04-10T12:00:00,load_pct,79.17
PUMP-1006,2026-04-10T12:00:00,vibration_mm_s,3.41
PUMP-1006,2026-04-10T12:00:00,temperature_c,70.89
PUMP-1006,2026-04-10T12:00:00,current_a,11.36
PUMP-1006,2026-04-10T12:00:00,pressure_bar,3.1
PUMP-1006,2026-04-10T12:00:00,load_pct,74.09
PUMP-1007,2026-04-10T12:00:00,vibration_mm_s,3.37
PUMP-1007,2026-04-10T12:00:00,temperature_c,70.58
PUMP-1007,2026-04-10T12:00:00,current_a,11.01
PUMP-1007,2026-04-10T12:00:00,pressure_bar,3.13
PUMP-1007,2026-04-10T12:00:00,load_pct,79.36
PUMP-1008,2026-04-10T12:00:00,vibration_mm_s,3.62
PUMP-1008,2026-04-10T12:00:00,temperature_c,68.05
PUMP-1008,2026-04-10T12:00:00,current_a,10.46
PUMP-1008,2026-04-10T12:00:00,pressure_bar,3.1
PUMP-1008,2026-04-10T12:00:00,load_pct,77.99
PUMP-1009,2026-04-10T12:00:00,vibration_mm_s,3.62
PUMP-1009,2026-04-10T12:00:00,temperature_c,65.43
PUMP-1009,2026-04-10T12:00:00,current_a,10.83
PUMP-1009,2026-04-10T12:00:00,pressure_bar,2.96
PUMP-1009,2026-04-10T12:00:00,load_pct,69.43
PUMP-1010,2026-04-10T12:00:00,vibration_mm_s,3.77
PUMP-1010,2026-04-10T12:00:00,temperature_c,64.94
PUMP-1010,2026-04-10T12:00:00,current_a,11.2
PUMP-1010,2026-04-10T12:00:00,pressure_bar,3.19
PUMP-1010,2026-04-10T12:00:00,load_pct,68.17
PUMP-1001,2026-04-10T18:00:00,vibration_mm_s,3.84
PUMP-1001,2026-04-10T18:00:00,temperature_c,72.23
PUMP-1001,2026-04-10T18:00:00,current_a,10.53
PUMP-1001,2026-04-10T18:00:00,pressure_bar,2.97
PUMP-1001,2026-04-10T18:00:00,load_pct,76.69
PUMP-1002,2026-04-10T18:00:00,vibration_mm_s,4
PUMP-1002,2026-04-10T18:00:00,temperature_c,68.72
PUMP-1002,2026-04-10T18:00:00,current_a,11.17
PUMP-1002,2026-04-10T18:00:00,pressure_bar,3.22
PUMP-1002,2026-04-10T18:00:00,load_pct,77.95
PUMP-1003,2026-04-10T18:00:00,vibration_mm_s,3.01
PUMP-1003,2026-04-10T18:00:00,temperature_c,67.71
PUMP-1003,2026-04-10T18:00:00,current_a,12.23
PUMP-1003,2026-04-10T18:00:00,pressure_bar,3.06
PUMP-1003,2026-04-10T18:00:00,load_pct,76.71
PUMP-1004,2026-04-10T18:00:00,vibration_mm_s,3.6
PUMP-1004,2026-04-10T18:00:00,temperature_c,65.76
PUMP-1004,2026-04-10T18:00:00,current_a,11.08
PUMP-1004,2026-04-10T18:00:00,pressure_bar,2.89
PUMP-1004,2026-04-10T18:00:00,load_pct,74.94
PUMP-1005,2026-04-10T18:00:00,vibration_mm_s,3.31
PUMP-1005,2026-04-10T18:00:00,temperature_c,68.08
PUMP-1005,2026-04-10T18:00:00,current_a,11.24
PUMP-1005,2026-04-10T18:00:00,pressure_bar,2.89
PUMP-1005,2026-04-10T18:00:00,load_pct,76.64
PUMP-1006,2026-04-10T18:00:00,vibration_mm_s,3.08
PUMP-1006,2026-04-10T18:00:00,temperature_c,70.09
PUMP-1006,2026-04-10T18:00:00,current_a,11.02
PUMP-1006,2026-04-10T18:00:00,pressure_bar,3.02
PUMP-1006,2026-04-10T18:00:00,load_pct,76.87
PUMP-1007,2026-04-10T18:00:00,vibration_mm_s,3.55
PUMP-1007,2026-04-10T18:00:00,temperature_c,70
PUMP-1007,2026-04-10T18:00:00,current_a,10.85
PUMP-1007,2026-04-10T18:00:00,pressure_bar,3.05
PUMP-1007,2026-04-10T18:00:00,load_pct,76.81
PUMP-1008,2026-04-10T18:00:00,vibration_mm_s,3.31
PUMP-1008,2026-04-10T18:00:00,temperature_c,66
PUMP-1008,2026-04-10T18:00:00,current_a,10.75
PUMP-1008,2026-04-10T18:00:00,pressure_bar,3.16
PUMP-1008,2026-04-10T18:00:00,load_pct,79.28
PUMP-1009,2026-04-10T18:00:00,vibration_mm_s,3.67
PUMP-1009,2026-04-10T18:00:00,temperature_c,62.05
PUMP-1009,2026-04-10T18:00:00,current_a,10.71
